# day  luminosity  r_eff  v_eff  T_color
0.860902 2.861006e+40 3.644778e+14 0.000000e+00 2.069071e+04
0.895526 2.860074e+40 3.767465e+14 0.000000e+00 2.029139e+04
0.930150 2.859664e+40 3.889393e+14 0.000000e+00 1.991450e+04
0.964774 2.859542e+40 4.010805e+14 0.000000e+00 1.955756e+04
0.999398 2.859547e+40 4.131505e+14 0.000000e+00 1.921933e+04
1.000000 2.859547e+40 4.133599e+14 0.000000e+00 1.921360e+04
1.034624 2.859587e+40 4.253624e+14 0.000000e+00 1.889272e+04
1.069248 2.859620e+40 4.373100e+14 0.000000e+00 1.858727e+04
1.103872 2.859636e+40 4.492052e+14 0.000000e+00 1.829619e+04
1.138496 2.859640e+40 4.610416e+14 0.000000e+00 1.801846e+04
1.173120 2.859638e+40 4.727686e+14 0.000000e+00 1.775353e+04
1.207743 2.859636e+40 4.845400e+14 0.000000e+00 1.749903e+04
1.242367 2.859636e+40 4.962305e+14 0.000000e+00 1.725550e+04
1.276991 2.859638e+40 5.078702e+14 0.000000e+00 1.702191e+04
1.311615 2.859641e+40 5.194169e+14 0.000000e+00 1.679791e+04
1.346239 2.859645e+40 5.309942e+14 0.000000e+00 1.658192e+04
1.380863 2.859648e+40 5.425084e+14 0.000000e+00 1.637423e+04
1.415487 2.859651e+40 5.539778e+14 0.000000e+00 1.617419e+04
1.450111 2.859654e+40 5.653827e+14 0.000000e+00 1.598145e+04
1.484735 2.859656e+40 5.767519e+14 0.000000e+00 1.579543e+04
1.519359 2.859659e+40 5.881370e+14 0.000000e+00 1.561536e+04
1.553983 2.859661e+40 5.994571e+14 0.000000e+00 1.544151e+04
1.588606 2.859664e+40 6.107385e+14 0.000000e+00 1.527337e+04
1.623230 2.859667e+40 6.219783e+14 0.000000e+00 1.511059e+04
1.657854 2.859669e+40 6.331831e+14 0.000000e+00 1.495295e+04
1.692478 2.859672e+40 6.443831e+14 0.000000e+00 1.479994e+04
1.727102 2.859675e+40 6.555359e+14 0.000000e+00 1.465163e+04
1.761726 2.859677e+40 6.666546e+14 0.000000e+00 1.450770e+04
1.796350 2.859680e+40 6.777544e+14 0.000000e+00 1.436784e+04
1.830974 2.859683e+40 6.888154e+14 0.000000e+00 1.423200e+04
1.865598 2.859685e+40 6.998447e+14 0.000000e+00 1.409996e+04
1.900222 2.859688e+40 7.108582e+14 0.000000e+00 1.397142e+04
1.934846 2.859691e+40 7.218342e+14 0.000000e+00 1.384640e+04
1.969469 2.859694e+40 7.327878e+14 0.000000e+00 1.372463e+04
2.000000 2.859696e+40 7.424222e+14 0.000000e+00 1.361989e+04
2.034624 2.859699e+40 7.533216e+14 0.000000e+00 1.350396e+04
2.069248 2.859701e+40 7.641693e+14 0.000000e+00 1.339105e+04
2.103872 2.859704e+40 7.750315e+14 0.000000e+00 1.328074e+04
2.138496 2.859707e+40 7.858569e+14 0.000000e+00 1.317316e+04
2.173120 2.859710e+40 7.966559e+14 0.000000e+00 1.306817e+04
2.207743 2.859712e+40 8.074381e+14 0.000000e+00 1.296559e+04
2.242367 2.859715e+40 8.181922e+14 0.000000e+00 1.286541e+04
2.276991 2.859718e+40 8.289216e+14 0.000000e+00 1.276753e+04
2.311615 2.859721e+40 8.396095e+14 0.000000e+00 1.267189e+04
2.346239 2.859723e+40 8.503003e+14 0.000000e+00 1.257828e+04
2.380863 2.859726e+40 8.609663e+14 0.000000e+00 1.248673e+04
2.415487 2.859729e+40 8.716093e+14 0.000000e+00 1.239714e+04
2.450111 2.859732e+40 8.822357e+14 0.000000e+00 1.230943e+04
2.484735 2.859735e+40 8.928389e+14 0.000000e+00 1.222356e+04
2.519359 2.859737e+40 9.034202e+14 0.000000e+00 1.213947e+04
2.553983 2.859740e+40 9.139792e+14 0.000000e+00 1.205708e+04
2.588606 2.859743e+40 9.245170e+14 0.000000e+00 1.197635e+04
2.623230 2.859746e+40 9.350340e+14 0.000000e+00 1.189722e+04
2.657854 2.859749e+40 9.455486e+14 0.000000e+00 1.181958e+04
2.692478 2.859751e+40 9.560343e+14 0.000000e+00 1.174347e+04
2.727102 2.859754e+40 9.665047e+14 0.000000e+00 1.166879e+04
2.761726 2.859757e+40 9.769553e+14 0.000000e+00 1.159552e+04
2.796350 2.859760e+40 9.873866e+14 0.000000e+00 1.152361e+04
2.830974 2.859763e+40 9.978038e+14 0.000000e+00 1.145301e+04
2.865598 2.859766e+40 1.008202e+15 0.000000e+00 1.138369e+04
2.900222 2.859769e+40 1.018581e+15 0.000000e+00 1.131561e+04
2.934846 2.859771e+40 1.028919e+15 0.000000e+00 1.124880e+04
2.969469 2.859774e+40 1.039285e+15 0.000000e+00 1.118304e+04
3.000000 2.859777e+40 1.048395e+15 0.000000e+00 1.112604e+04
3.034624 2.859780e+40 1.058710e+15 0.000000e+00 1.106245e+04
3.069248 2.859783e+40 1.069014e+15 0.000000e+00 1.099990e+04
3.103872 2.859785e+40 1.079299e+15 0.000000e+00 1.093842e+04
3.138496 2.859788e+40 1.089566e+15 0.000000e+00 1.087795e+04
3.173120 2.859791e+40 1.099825e+15 0.000000e+00 1.081846e+04
3.207743 2.859794e+40 1.110063e+15 0.000000e+00 1.075994e+04
3.242367 2.859797e+40 1.120279e+15 0.000000e+00 1.070237e+04
3.276991 2.859800e+40 1.130478e+15 0.000000e+00 1.064571e+04
3.311615 2.859803e+40 1.140679e+15 0.000000e+00 1.058991e+04
3.346239 2.859806e+40 1.150859e+15 0.000000e+00 1.053498e+04
3.380863 2.859809e+40 1.161024e+15 0.000000e+00 1.048091e+04
3.415487 2.859812e+40 1.171179e+15 0.000000e+00 1.042763e+04
3.450111 2.859815e+40 1.181317e+15 0.000000e+00 1.037517e+04
3.484735 2.859818e+40 1.191441e+15 0.000000e+00 1.032349e+04
3.519359 2.859821e+40 1.201555e+15 0.000000e+00 1.027256e+04
3.553983 2.859824e+40 1.211653e+15 0.000000e+00 1.022239e+04
3.588606 2.859827e+40 1.221736e+15 0.000000e+00 1.017294e+04
3.623230 2.859830e+40 1.231810e+15 0.000000e+00 1.012418e+04
3.657854 2.859833e+40 1.241867e+15 0.000000e+00 1.007613e+04
3.692478 2.859836e+40 1.251911e+15 0.000000e+00 1.002876e+04
3.727102 2.859839e+40 1.261948e+15 0.000000e+00 9.982024e+03
3.761726 2.859842e+40 1.271968e+15 0.000000e+00 9.935948e+03
3.796350 2.859845e+40 1.281978e+15 0.000000e+00 9.890495e+03
3.830974 2.859848e+40 1.291974e+15 0.000000e+00 9.845661e+03
3.865598 2.859851e+40 1.301957e+15 0.000000e+00 9.801430e+03
3.900222 2.859854e+40 1.311931e+15 0.000000e+00 9.757781e+03
3.934846 2.859857e+40 1.321892e+15 0.000000e+00 9.714711e+03
