# day  luminosity  r_eff  v_eff  T_color
0.848245 4.356691e+40 4.499920e+14 0.000000e+00 2.100905e+04
0.882841 4.355273e+40 4.653515e+14 0.000000e+00 2.059885e+04
0.917436 4.354649e+40 4.806146e+14 0.000000e+00 2.021197e+04
0.952031 4.354463e+40 4.956766e+14 0.000000e+00 1.984742e+04
0.986626 4.354471e+40 5.109001e+14 0.000000e+00 1.949932e+04
1.000000 4.354491e+40 5.167176e+14 0.000000e+00 1.937011e+04
1.034595 4.354556e+40 5.317097e+14 0.000000e+00 1.904750e+04
1.069191 4.354597e+40 5.466189e+14 0.000000e+00 1.874053e+04
1.103786 4.354612e+40 5.614777e+14 0.000000e+00 1.844783e+04
1.138381 4.354612e+40 5.762631e+14 0.000000e+00 1.816853e+04
1.172976 4.354608e+40 5.909115e+14 0.000000e+00 1.790213e+04
1.207572 4.354606e+40 6.056146e+14 0.000000e+00 1.764619e+04
1.242167 4.354607e+40 6.202172e+14 0.000000e+00 1.740126e+04
1.276762 4.354612e+40 6.347564e+14 0.000000e+00 1.716633e+04
1.311357 4.354617e+40 6.491790e+14 0.000000e+00 1.694105e+04
1.345953 4.354622e+40 6.636392e+14 0.000000e+00 1.672380e+04
1.380548 4.354627e+40 6.780211e+14 0.000000e+00 1.651489e+04
1.415143 4.354631e+40 6.923471e+14 0.000000e+00 1.631367e+04
1.449739 4.354635e+40 7.065923e+14 0.000000e+00 1.611979e+04
1.484334 4.354638e+40 7.207930e+14 0.000000e+00 1.593267e+04
1.518929 4.354642e+40 7.350125e+14 0.000000e+00 1.575152e+04
1.553524 4.354646e+40 7.491515e+14 0.000000e+00 1.557662e+04
1.588120 4.354650e+40 7.632422e+14 0.000000e+00 1.540746e+04
1.622715 4.354654e+40 7.772804e+14 0.000000e+00 1.524370e+04
1.657310 4.354659e+40 7.912751e+14 0.000000e+00 1.508509e+04
1.691906 4.354663e+40 8.052632e+14 0.000000e+00 1.493115e+04
1.726501 4.354667e+40 8.191927e+14 0.000000e+00 1.478192e+04
1.761096 4.354671e+40 8.330797e+14 0.000000e+00 1.463711e+04
1.795691 4.354675e+40 8.469425e+14 0.000000e+00 1.449638e+04
1.830287 4.354679e+40 8.607572e+14 0.000000e+00 1.435969e+04
1.864882 4.354683e+40 8.745323e+14 0.000000e+00 1.422682e+04
1.899477 4.354687e+40 8.882870e+14 0.000000e+00 1.409748e+04
1.934072 4.354691e+40 9.019953e+14 0.000000e+00 1.397167e+04
1.968668 4.354696e+40 9.156664e+14 0.000000e+00 1.384918e+04
2.000000 4.354699e+40 9.280334e+14 0.000000e+00 1.374090e+04
2.034595 4.354703e+40 9.416449e+14 0.000000e+00 1.362431e+04
