# day  luminosity  r_eff  v_eff  T_color
1.546479 8.265788e+40 6.099421e+14 0.000000e+00 1.539004e+04
1.581018 8.263102e+40 6.213137e+14 0.000000e+00 1.522314e+04
1.615556 8.261920e+40 6.326447e+14 0.000000e+00 1.506159e+04
1.650094 8.261568e+40 6.439515e+14 0.000000e+00 1.490498e+04
1.684632 8.261582e+40 6.552184e+14 0.000000e+00 1.475321e+04
1.719171 8.261695e+40 6.664478e+14 0.000000e+00 1.460601e+04
1.753709 8.261790e+40 6.776560e+14 0.000000e+00 1.446304e+04
1.788247 8.261838e+40 6.888259e+14 0.000000e+00 1.432424e+04
1.822786 8.261850e+40 6.999610e+14 0.000000e+00 1.418939e+04
1.857324 8.261845e+40 7.110284e+14 0.000000e+00 1.405846e+04
1.891862 8.261840e+40 7.221366e+14 0.000000e+00 1.393071e+04
1.926401 8.261840e+40 7.331860e+14 0.000000e+00 1.380654e+04
1.960939 8.261846e+40 7.442036e+14 0.000000e+00 1.368566e+04
1.995477 8.261855e+40 7.552089e+14 0.000000e+00 1.356779e+04
2.000000 8.261856e+40 7.566468e+14 0.000000e+00 1.355259e+04
2.034538 8.261866e+40 7.676096e+14 0.000000e+00 1.343817e+04
2.069077 8.261875e+40 7.785204e+14 0.000000e+00 1.332671e+04
2.103615 8.261883e+40 7.894472e+14 0.000000e+00 1.321778e+04
2.138153 8.261890e+40 8.003347e+14 0.000000e+00 1.311154e+04
2.172691 8.261898e+40 8.111944e+14 0.000000e+00 1.300784e+04
2.207230 8.261905e+40 8.220394e+14 0.000000e+00 1.290650e+04
2.241768 8.261912e+40 8.328538e+14 0.000000e+00 1.280752e+04
2.276306 8.261920e+40 8.436419e+14 0.000000e+00 1.271080e+04
2.310845 8.261928e+40 8.543897e+14 0.000000e+00 1.261629e+04
2.345383 8.261936e+40 8.651399e+14 0.000000e+00 1.252376e+04
2.379921 8.261943e+40 8.758643e+14 0.000000e+00 1.243324e+04
2.414460 8.261951e+40 8.865642e+14 0.000000e+00 1.234468e+04
2.448998 8.261959e+40 8.972488e+14 0.000000e+00 1.225794e+04
2.483536 8.261966e+40 9.079086e+14 0.000000e+00 1.217302e+04
2.518074 8.261974e+40 9.185453e+14 0.000000e+00 1.208985e+04
2.552613 8.261982e+40 9.291608e+14 0.000000e+00 1.200835e+04
2.587151 8.261990e+40 9.397535e+14 0.000000e+00 1.192849e+04
2.621689 8.261998e+40 9.503241e+14 0.000000e+00 1.185021e+04
2.656228 8.262005e+40 9.608945e+14 0.000000e+00 1.177337e+04
2.690766 8.262013e+40 9.714334e+14 0.000000e+00 1.169805e+04
2.725304 8.262021e+40 9.819513e+14 0.000000e+00 1.162417e+04
2.759842 8.262029e+40 9.924611e+14 0.000000e+00 1.155162e+04
2.794381 8.262037e+40 1.002944e+15 0.000000e+00 1.148044e+04
2.828919 8.262045e+40 1.013414e+15 0.000000e+00 1.141054e+04
2.863457 8.262053e+40 1.023864e+15 0.000000e+00 1.134191e+04
2.897996 8.262061e+40 1.034294e+15 0.000000e+00 1.127450e+04
2.932534 8.262069e+40 1.044683e+15 0.000000e+00 1.120834e+04
2.967072 8.262076e+40 1.055100e+15 0.000000e+00 1.114321e+04
3.000000 8.262084e+40 1.064996e+15 0.000000e+00 1.108221e+04
3.034538 8.262092e+40 1.075359e+15 0.000000e+00 1.101930e+04
3.069077 8.262100e+40 1.085712e+15 0.000000e+00 1.095741e+04
3.103615 8.262108e+40 1.096044e+15 0.000000e+00 1.089657e+04
3.138153 8.262116e+40 1.106358e+15 0.000000e+00 1.083674e+04
3.172691 8.262124e+40 1.116665e+15 0.000000e+00 1.077785e+04
3.207230 8.262132e+40 1.126949e+15 0.000000e+00 1.071993e+04
3.241768 8.262140e+40 1.137217e+15 0.000000e+00 1.066294e+04
3.276306 8.262148e+40 1.147457e+15 0.000000e+00 1.060686e+04
3.310845 8.262156e+40 1.157704e+15 0.000000e+00 1.055161e+04
3.345383 8.262165e+40 1.167930e+15 0.000000e+00 1.049723e+04
3.379921 8.262173e+40 1.178140e+15 0.000000e+00 1.044368e+04
3.414460 8.262181e+40 1.188340e+15 0.000000e+00 1.039093e+04
3.448998 8.262189e+40 1.198523e+15 0.000000e+00 1.033897e+04
3.483536 8.262197e+40 1.208690e+15 0.000000e+00 1.028779e+04
3.518074 8.262205e+40 1.218848e+15 0.000000e+00 1.023734e+04
3.552613 8.262214e+40 1.228989e+15 0.000000e+00 1.018764e+04
3.587151 8.262222e+40 1.239115e+15 0.000000e+00 1.013865e+04
3.621689 8.262230e+40 1.249233e+15 0.000000e+00 1.009035e+04
3.656228 8.262238e+40 1.259333e+15 0.000000e+00 1.004274e+04
3.690766 8.262247e+40 1.269419e+15 0.000000e+00 9.995801e+03
3.725304 8.262255e+40 1.279498e+15 0.000000e+00 9.949491e+03
3.759842 8.262263e+40 1.289560e+15 0.000000e+00 9.903830e+03
3.794381 8.262271e+40 1.299608e+15 0.000000e+00 9.858794e+03
