# day  luminosity  r_eff  v_eff  T_color
1.084796 4.356731e+40 4.464988e+14 0.000000e+00 1.840995e+04
1.119392 4.355313e+40 4.584021e+14 0.000000e+00 1.812667e+04
1.153987 4.354689e+40 4.702461e+14 0.000000e+00 1.785618e+04
1.188582 4.354503e+40 4.820519e+14 0.000000e+00 1.759725e+04
1.223177 4.354511e+40 4.938008e+14 0.000000e+00 1.734937e+04
1.257773 4.354571e+40 5.054964e+14 0.000000e+00 1.711176e+04
1.292368 4.354621e+40 5.171145e+14 0.000000e+00 1.688387e+04
1.326963 4.354646e+40 5.286869e+14 0.000000e+00 1.666490e+04
1.361558 4.354652e+40 5.402909e+14 0.000000e+00 1.645356e+04
1.396154 4.354650e+40 5.518123e+14 0.000000e+00 1.625043e+04
1.430749 4.354647e+40 5.632884e+14 0.000000e+00 1.605468e+04
1.465344 4.354647e+40 5.746957e+14 0.000000e+00 1.586599e+04
1.499940 4.354650e+40 5.861132e+14 0.000000e+00 1.568347e+04
1.534535 4.354655e+40 5.974813e+14 0.000000e+00 1.550719e+04
1.569130 4.354660e+40 6.088092e+14 0.000000e+00 1.533676e+04
1.603725 4.354665e+40 6.200970e+14 0.000000e+00 1.517182e+04
1.638321 4.354669e+40 6.313467e+14 0.000000e+00 1.501213e+04
1.672916 4.354673e+40 6.425813e+14 0.000000e+00 1.485724e+04
1.707511 4.354677e+40 6.537777e+14 0.000000e+00 1.470709e+04
1.742107 4.354681e+40 6.649388e+14 0.000000e+00 1.456142e+04
1.776702 4.354685e+40 6.760768e+14 0.000000e+00 1.441992e+04
1.811297 4.354689e+40 6.871791e+14 0.000000e+00 1.428250e+04
1.845892 4.354693e+40 6.982486e+14 0.000000e+00 1.414895e+04
1.880488 4.354697e+40 7.092982e+14 0.000000e+00 1.401901e+04
1.915083 4.354701e+40 7.203133e+14 0.000000e+00 1.389262e+04
1.949678 4.354705e+40 7.312977e+14 0.000000e+00 1.376960e+04
1.984273 4.354709e+40 7.422642e+14 0.000000e+00 1.364972e+04
2.000000 4.354711e+40 7.472379e+14 0.000000e+00 1.359626e+04
2.034595 4.354715e+40 7.581581e+14 0.000000e+00 1.348086e+04
2.069191 4.354719e+40 7.690264e+14 0.000000e+00 1.336844e+04
2.103786 4.354723e+40 7.799098e+14 0.000000e+00 1.325861e+04
2.138381 4.354728e+40 7.907555e+14 0.000000e+00 1.315149e+04
2.172976 4.354732e+40 8.015743e+14 0.000000e+00 1.304694e+04
2.207572 4.354736e+40 8.123769e+14 0.000000e+00 1.294479e+04
2.242167 4.354740e+40 8.231507e+14 0.000000e+00 1.284503e+04
2.276762 4.354744e+40 8.338991e+14 0.000000e+00 1.274755e+04
2.311357 4.354748e+40 8.446066e+14 0.000000e+00 1.265230e+04
2.345953 4.354752e+40 8.553167e+14 0.000000e+00 1.255906e+04
2.380548 4.354757e+40 8.660016e+14 0.000000e+00 1.246786e+04
2.415143 4.354761e+40 8.766630e+14 0.000000e+00 1.237863e+04
2.449739 4.354765e+40 8.873082e+14 0.000000e+00 1.229126e+04
2.484334 4.354769e+40 8.979298e+14 0.000000e+00 1.220571e+04
2.518929 4.354773e+40 9.085289e+14 0.000000e+00 1.212194e+04
2.553524 4.354778e+40 9.191062e+14 0.000000e+00 1.203986e+04
2.588120 4.354782e+40 9.296618e+14 0.000000e+00 1.195943e+04
2.622715 4.354786e+40 9.401960e+14 0.000000e+00 1.188059e+04
2.657310 4.354790e+40 9.507286e+14 0.000000e+00 1.180323e+04
2.691906 4.354795e+40 9.612314e+14 0.000000e+00 1.172739e+04
2.726501 4.354799e+40 9.717191e+14 0.000000e+00 1.165298e+04
2.761096 4.354803e+40 9.821868e+14 0.000000e+00 1.157997e+04
2.795691 4.354807e+40 9.926348e+14 0.000000e+00 1.150831e+04
2.830287 4.354812e+40 1.003069e+15 0.000000e+00 1.143795e+04
2.864882 4.354816e+40 1.013483e+15 0.000000e+00 1.136887e+04
2.899477 4.354820e+40 1.023879e+15 0.000000e+00 1.130103e+04
2.934072 4.354825e+40 1.034232e+15 0.000000e+00 1.123444e+04
2.968668 4.354829e+40 1.044616e+15 0.000000e+00 1.116890e+04
3.000000 4.354833e+40 1.053987e+15 0.000000e+00 1.111056e+04
3.034595 4.354837e+40 1.064317e+15 0.000000e+00 1.104720e+04
3.069191 4.354841e+40 1.074637e+15 0.000000e+00 1.098489e+04
3.103786 4.354846e+40 1.084936e+15 0.000000e+00 1.092363e+04
