# day  luminosity  r_eff  v_eff  T_color
1.313817 6.158635e+40 5.282966e+14 0.000000e+00 1.671155e+04
1.348383 6.156632e+40 5.399065e+14 0.000000e+00 1.649862e+04
1.382950 6.155751e+40 5.514680e+14 0.000000e+00 1.629368e+04
1.417517 6.155489e+40 5.629840e+14 0.000000e+00 1.609619e+04
1.452084 6.155499e+40 5.744542e+14 0.000000e+00 1.590578e+04
1.486650 6.155584e+40 5.858800e+14 0.000000e+00 1.572202e+04
1.521217 6.155655e+40 5.973102e+14 0.000000e+00 1.554411e+04
1.555784 6.155690e+40 6.086770e+14 0.000000e+00 1.537234e+04
1.590351 6.155699e+40 6.200032e+14 0.000000e+00 1.520618e+04
1.624917 6.155695e+40 6.312915e+14 0.000000e+00 1.504525e+04
1.659484 6.155691e+40 6.425404e+14 0.000000e+00 1.488939e+04
1.694051 6.155692e+40 6.537890e+14 0.000000e+00 1.473804e+04
1.728618 6.155696e+40 6.649857e+14 0.000000e+00 1.459135e+04
1.763184 6.155703e+40 6.761467e+14 0.000000e+00 1.444898e+04
1.797751 6.155710e+40 6.872928e+14 0.000000e+00 1.431057e+04
1.832318 6.155717e+40 6.983961e+14 0.000000e+00 1.417615e+04
1.866885 6.155723e+40 7.094662e+14 0.000000e+00 1.404547e+04
1.901451 6.155729e+40 7.205244e+14 0.000000e+00 1.391821e+04
1.936018 6.155734e+40 7.315410e+14 0.000000e+00 1.379443e+04
1.970585 6.155739e+40 7.425366e+14 0.000000e+00 1.367385e+04
2.000000 6.155744e+40 7.518693e+14 0.000000e+00 1.357371e+04
2.034567 6.155750e+40 7.628089e+14 0.000000e+00 1.345880e+04
2.069133 6.155756e+40 7.736965e+14 0.000000e+00 1.334687e+04
2.103700 6.155761e+40 7.845998e+14 0.000000e+00 1.323750e+04
2.138267 6.155767e+40 7.954646e+14 0.000000e+00 1.313083e+04
2.172834 6.155773e+40 8.063019e+14 0.000000e+00 1.302671e+04
2.207400 6.155779e+40 8.171239e+14 0.000000e+00 1.292498e+04
2.241967 6.155784e+40 8.279161e+14 0.000000e+00 1.282561e+04
2.276534 6.155790e+40 8.386825e+14 0.000000e+00 1.272852e+04
2.311101 6.155796e+40 8.494083e+14 0.000000e+00 1.263365e+04
2.345667 6.155802e+40 8.601366e+14 0.000000e+00 1.254077e+04
2.380234 6.155808e+40 8.708393e+14 0.000000e+00 1.244992e+04
2.414801 6.155813e+40 8.815181e+14 0.000000e+00 1.236103e+04
2.449368 6.155819e+40 8.921811e+14 0.000000e+00 1.227398e+04
2.483934 6.155825e+40 9.028199e+14 0.000000e+00 1.218875e+04
2.518501 6.155831e+40 9.134359e+14 0.000000e+00 1.210529e+04
2.553068 6.155837e+40 9.240304e+14 0.000000e+00 1.202350e+04
2.587635 6.155843e+40 9.346027e+14 0.000000e+00 1.194336e+04
2.622201 6.155849e+40 9.451532e+14 0.000000e+00 1.186481e+04
2.656768 6.155855e+40 9.557028e+14 0.000000e+00 1.178772e+04
2.691335 6.155861e+40 9.662217e+14 0.000000e+00 1.171214e+04
2.725902 6.155866e+40 9.767258e+14 0.000000e+00 1.163799e+04
2.760468 6.155872e+40 9.872095e+14 0.000000e+00 1.156522e+04
2.795035 6.155878e+40 9.976732e+14 0.000000e+00 1.149381e+04
2.829602 6.155884e+40 1.008123e+15 0.000000e+00 1.142369e+04
2.864169 6.155890e+40 1.018553e+15 0.000000e+00 1.135484e+04
2.898735 6.155896e+40 1.028964e+15 0.000000e+00 1.128722e+04
2.933302 6.155902e+40 1.039333e+15 0.000000e+00 1.122085e+04
2.967869 6.155908e+40 1.049732e+15 0.000000e+00 1.115552e+04
3.000000 6.155914e+40 1.059363e+15 0.000000e+00 1.109585e+04
3.034567 6.155920e+40 1.069707e+15 0.000000e+00 1.103272e+04
3.069133 6.155926e+40 1.080042e+15 0.000000e+00 1.097062e+04
3.103700 6.155932e+40 1.090356e+15 0.000000e+00 1.090957e+04
3.138267 6.155938e+40 1.100652e+15 0.000000e+00 1.084954e+04
3.172834 6.155944e+40 1.110941e+15 0.000000e+00 1.079046e+04
3.207400 6.155950e+40 1.121208e+15 0.000000e+00 1.073234e+04
3.241967 6.155956e+40 1.131452e+15 0.000000e+00 1.067517e+04
3.276534 6.155962e+40 1.141679e+15 0.000000e+00 1.061891e+04
3.311101 6.155969e+40 1.151909e+15 0.000000e+00 1.056348e+04
3.345667 6.155975e+40 1.162117e+15 0.000000e+00 1.050893e+04
3.380234 6.155981e+40 1.172310e+15 0.000000e+00 1.045521e+04
3.414801 6.155987e+40 1.182493e+15 0.000000e+00 1.040229e+04
3.449368 6.155993e+40 1.192658e+15 0.000000e+00 1.035017e+04
3.483934 6.155999e+40 1.202808e+15 0.000000e+00 1.029883e+04
3.518501 6.156006e+40 1.212949e+15 0.000000e+00 1.024823e+04
3.553068 6.156012e+40 1.223073e+15 0.000000e+00 1.019837e+04
3.587635 6.156018e+40 1.233183e+15 0.000000e+00 1.014924e+04
3.622201 6.156024e+40 1.243283e+15 0.000000e+00 1.010079e+04
3.656768 6.156030e+40 1.253367e+15 0.000000e+00 1.005304e+04
3.691335 6.156037e+40 1.263437e+15 0.000000e+00 1.000596e+04
3.725902 6.156043e+40 1.273500e+15 0.000000e+00 9.959519e+03
3.760468 6.156049e+40 1.283545e+15 0.000000e+00 9.913727e+03
3.795035 6.156056e+40 1.293581e+15 0.000000e+00 9.868551e+03
3.829602 6.156062e+40 1.303602e+15 0.000000e+00 9.823988e+03
3.864169 6.156068e+40 1.313611e+15 0.000000e+00 9.780024e+03
3.898735 6.156074e+40 1.323610e+15 0.000000e+00 9.736635e+03
3.933302 6.156081e+40 1.333595e+15 0.000000e+00 9.693821e+03
3.967869 6.156087e+40 1.343567e+15 0.000000e+00 9.651566e+03
4.000000 6.156093e+40 1.352829e+15 0.000000e+00 9.612771e+03
4.034567 6.156099e+40 1.362779e+15 0.000000e+00 9.571556e+03
4.069133 6.156106e+40 1.372717e+15 0.000000e+00 9.530867e+03
4.103700 6.156112e+40 1.382635e+15 0.000000e+00 9.490702e+03
4.138267 6.156119e+40 1.392542e+15 0.000000e+00 9.451039e+03
4.172834 6.156125e+40 1.402457e+15 0.000000e+00 9.411834e+03
4.207400 6.156131e+40 1.412350e+15 0.000000e+00 9.373130e+03
4.241967 6.156138e+40 1.422234e+15 0.000000e+00 9.334892e+03
4.276534 6.156144e+40 1.432106e+15 0.000000e+00 9.297119e+03
4.311101 6.156151e+40 1.441967e+15 0.000000e+00 9.259801e+03
4.345667 6.156157e+40 1.451819e+15 0.000000e+00 9.222922e+03
4.380234 6.156164e+40 1.461660e+15 0.000000e+00 9.186480e+03
4.414801 6.156170e+40 1.471489e+15 0.000000e+00 9.150468e+03
4.449368 6.156177e+40 1.481309e+15 0.000000e+00 9.114868e+03
4.483934 6.156183e+40 1.491118e+15 0.000000e+00 9.079681e+03
4.518501 6.156190e+40 1.500916e+15 0.000000e+00 9.044900e+03
4.553068 6.156197e+40 1.510706e+15 0.000000e+00 9.010507e+03
4.587635 6.156203e+40 1.520484e+15 0.000000e+00 8.976506e+03
4.622201 6.156210e+40 1.530252e+15 0.000000e+00 8.942886e+03
4.656768 6.156216e+40 1.540013e+15 0.000000e+00 8.909635e+03
4.691335 6.156223e+40 1.549762e+15 0.000000e+00 8.876753e+03
4.725902 6.156230e+40 1.559500e+15 0.000000e+00 8.844233e+03
4.760468 6.156236e+40 1.569232e+15 0.000000e+00 8.812060e+03
4.795035 6.156243e+40 1.578952e+15 0.000000e+00 8.780237e+03
4.829602 6.156249e+40 1.588662e+15 0.000000e+00 8.748757e+03
4.864169 6.156256e+40 1.598366e+15 0.000000e+00 8.717606e+03
4.898735 6.156263e+40 1.608058e+15 0.000000e+00 8.686787e+03
4.933302 6.156270e+40 1.617740e+15 0.000000e+00 8.656293e+03
4.967869 6.156276e+40 1.627416e+15 0.000000e+00 8.626110e+03
5.000000 6.156283e+40 1.636400e+15 0.000000e+00 8.598338e+03
5.034567 6.156289e+40 1.646056e+15 0.000000e+00 8.568758e+03
5.069133 6.156296e+40 1.655706e+15 0.000000e+00 8.539474e+03
5.103700 6.156303e+40 1.665344e+15 0.000000e+00 8.510490e+03
5.138267 6.156310e+40 1.674973e+15 0.000000e+00 8.481800e+03
5.172834 6.156316e+40 1.684588e+15 0.000000e+00 8.453402e+03
5.207400 6.156323e+40 1.694202e+15 0.000000e+00 8.425276e+03
5.241967 6.156330e+40 1.703807e+15 0.000000e+00 8.397430e+03
5.276534 6.156337e+40 1.713402e+15 0.000000e+00 8.369858e+03
5.311101 6.156344e+40 1.722991e+15 0.000000e+00 8.342550e+03
5.345667 6.156351e+40 1.732570e+15 0.000000e+00 8.315509e+03
5.380234 6.156357e+40 1.742141e+15 0.000000e+00 8.288729e+03
5.414801 6.156364e+40 1.751705e+15 0.000000e+00 8.262201e+03
5.449368 6.156371e+40 1.761259e+15 0.000000e+00 8.235927e+03
5.483934 6.156378e+40 1.770805e+15 0.000000e+00 8.209902e+03
5.518501 6.156385e+40 1.780345e+15 0.000000e+00 8.184117e+03
5.553068 6.156392e+40 1.789875e+15 0.000000e+00 8.158575e+03
5.587635 6.156399e+40 1.799397e+15 0.000000e+00 8.133270e+03
5.622201 6.156406e+40 1.808913e+15 0.000000e+00 8.108194e+03
5.656768 6.156413e+40 1.818419e+15 0.000000e+00 8.083350e+03
5.691335 6.156420e+40 1.827917e+15 0.000000e+00 8.058733e+03
5.725902 6.156427e+40 1.837411e+15 0.000000e+00 8.034335e+03
5.760468 6.156434e+40 1.846894e+15 0.000000e+00 8.010158e+03
5.795035 6.156441e+40 1.856370e+15 0.000000e+00 7.986198e+03
5.829602 6.156448e+40 1.865825e+15 0.000000e+00 7.962460e+03
5.864169 6.156455e+40 1.875294e+15 0.000000e+00 7.938913e+03
5.898735 6.156462e+40 1.884748e+15 0.000000e+00 7.915580e+03
5.933302 6.156470e+40 1.894193e+15 0.000000e+00 7.892452e+03
5.967869 6.156477e+40 1.903634e+15 0.000000e+00 7.869520e+03
6.000000 6.156483e+40 1.912401e+15 0.000000e+00 7.848384e+03
6.034567 6.156490e+40 1.921825e+15 0.000000e+00 7.825834e+03
6.069133 6.156498e+40 1.931244e+15 0.000000e+00 7.803473e+03
6.103700 6.156505e+40 1.940654e+15 0.000000e+00 7.781304e+03
6.138267 6.156512e+40 1.950059e+15 0.000000e+00 7.759320e+03
6.172834 6.156519e+40 1.959455e+15 0.000000e+00 7.737522e+03
6.207400 6.156526e+40 1.968844e+15 0.000000e+00 7.715905e+03
6.241967 6.156534e+40 1.978228e+15 0.000000e+00 7.694467e+03
6.276534 6.156541e+40 1.987604e+15 0.000000e+00 7.673206e+03
6.311101 6.156548e+40 1.996972e+15 0.000000e+00 7.652120e+03
6.345667 6.156555e+40 2.006335e+15 0.000000e+00 7.631203e+03
6.380234 6.156563e+40 2.015690e+15 0.000000e+00 7.610458e+03
6.414801 6.156570e+40 2.025037e+15 0.000000e+00 7.589881e+03
6.449368 6.156577e+40 2.034380e+15 0.000000e+00 7.569466e+03
6.483934 6.156585e+40 2.043715e+15 0.000000e+00 7.549216e+03
6.518501 6.156592e+40 2.053043e+15 0.000000e+00 7.529128e+03
6.553068 6.156599e+40 2.062364e+15 0.000000e+00 7.509197e+03
6.587635 6.156607e+40 2.071680e+15 0.000000e+00 7.489422e+03
6.622201 6.156614e+40 2.080988e+15 0.000000e+00 7.469803e+03
6.656768 6.156622e+40 2.090291e+15 0.000000e+00 7.450333e+03
6.691335 6.156629e+40 2.099587e+15 0.000000e+00 7.431016e+03
6.725902 6.156637e+40 2.108876e+15 0.000000e+00 7.411849e+03
6.760468 6.156644e+40 2.118161e+15 0.000000e+00 7.392826e+03
6.795035 6.156652e+40 2.127438e+15 0.000000e+00 7.373949e+03
6.829602 6.156659e+40 2.136708e+15 0.000000e+00 7.355216e+03
6.864169 6.156667e+40 2.145973e+15 0.000000e+00 7.336621e+03
6.898735 6.156674e+40 2.155232e+15 0.000000e+00 7.318167e+03
6.933302 6.156682e+40 2.164483e+15 0.000000e+00 7.299852e+03
6.967869 6.156689e+40 2.173730e+15 0.000000e+00 7.281671e+03
7.000000 6.156696e+40 2.182319e+15 0.000000e+00 7.264893e+03
7.034567 6.156704e+40 2.191553e+15 0.000000e+00 7.246971e+03
7.069133 6.156711e+40 2.200783e+15 0.000000e+00 7.229179e+03
7.103700 6.156719e+40 2.210006e+15 0.000000e+00 7.211518e+03
7.138267 6.156727e+40 2.219222e+15 0.000000e+00 7.193986e+03
7.172834 6.156734e+40 2.228433e+15 0.000000e+00 7.176577e+03
7.207400 6.156742e+40 2.237638e+15 0.000000e+00 7.159295e+03
7.241967 6.156750e+40 2.246836e+15 0.000000e+00 7.142137e+03
7.276534 6.156757e+40 2.256029e+15 0.000000e+00 7.125100e+03
7.311101 6.156765e+40 2.265215e+15 0.000000e+00 7.108184e+03
7.345667 6.156773e+40 2.274398e+15 0.000000e+00 7.091386e+03
7.380234 6.156781e+40 2.283574e+15 0.000000e+00 7.074707e+03
7.414801 6.156788e+40 2.292744e+15 0.000000e+00 7.058145e+03
7.449368 6.156796e+40 2.301909e+15 0.000000e+00 7.041696e+03
7.483934 6.156804e+40 2.311068e+15 0.000000e+00 7.025362e+03
7.518501 6.156812e+40 2.320221e+15 0.000000e+00 7.009141e+03
7.553068 6.156820e+40 2.329370e+15 0.000000e+00 6.993030e+03
7.587635 6.156828e+40 2.338512e+15 0.000000e+00 6.977029e+03
7.622201 6.156835e+40 2.347648e+15 0.000000e+00 6.961138e+03
7.656768 6.156843e+40 2.356780e+15 0.000000e+00 6.945352e+03
7.691335 6.156851e+40 2.365906e+15 0.000000e+00 6.929674e+03
7.725902 6.156859e+40 2.375025e+15 0.000000e+00 6.914101e+03
