# day  luminosity  r_eff  v_eff  T_color
1.314572 6.158635e+40 5.282897e+14 0.000000e+00 1.670634e+04
1.349138 6.156632e+40 5.398928e+14 0.000000e+00 1.649359e+04
1.383705 6.155751e+40 5.514475e+14 0.000000e+00 1.628883e+04
1.418272 6.155489e+40 5.629562e+14 0.000000e+00 1.609151e+04
1.452839 6.155499e+40 5.744191e+14 0.000000e+00 1.590125e+04
1.487405 6.155584e+40 5.858377e+14 0.000000e+00 1.571764e+04
1.521972 6.155655e+40 5.972622e+14 0.000000e+00 1.553987e+04
1.556539 6.155690e+40 6.086223e+14 0.000000e+00 1.536823e+04
1.591106 6.155699e+40 6.199419e+14 0.000000e+00 1.520219e+04
1.625672 6.155695e+40 6.312236e+14 0.000000e+00 1.504137e+04
1.660239 6.155691e+40 6.424660e+14 0.000000e+00 1.488563e+04
1.694806 6.155692e+40 6.537084e+14 0.000000e+00 1.473438e+04
1.729373 6.155696e+40 6.648986e+14 0.000000e+00 1.458779e+04
1.763939 6.155703e+40 6.760532e+14 0.000000e+00 1.444552e+04
1.798506 6.155710e+40 6.871932e+14 0.000000e+00 1.430720e+04
1.833073 6.155717e+40 6.982901e+14 0.000000e+00 1.417286e+04
1.867640 6.155723e+40 7.093539e+14 0.000000e+00 1.404227e+04
1.902206 6.155729e+40 7.204060e+14 0.000000e+00 1.391508e+04
1.936773 6.155734e+40 7.314163e+14 0.000000e+00 1.379138e+04
1.971340 6.155739e+40 7.424059e+14 0.000000e+00 1.367087e+04
2.000000 6.155744e+40 7.514940e+14 0.000000e+00 1.357333e+04
2.034567 6.155750e+40 7.624281e+14 0.000000e+00 1.345843e+04
2.069133 6.155755e+40 7.733102e+14 0.000000e+00 1.334650e+04
2.103700 6.155761e+40 7.842079e+14 0.000000e+00 1.323713e+04
2.138267 6.155767e+40 7.950672e+14 0.000000e+00 1.313047e+04
2.172834 6.155773e+40 8.058990e+14 0.000000e+00 1.302635e+04
2.207400 6.155779e+40 8.167155e+14 0.000000e+00 1.292462e+04
2.241967 6.155784e+40 8.275022e+14 0.000000e+00 1.282526e+04
2.276534 6.155790e+40 8.382631e+14 0.000000e+00 1.272817e+04
2.311101 6.155796e+40 8.489834e+14 0.000000e+00 1.263330e+04
2.345667 6.155802e+40 8.597062e+14 0.000000e+00 1.254042e+04
2.380234 6.155808e+40 8.704035e+14 0.000000e+00 1.244958e+04
2.414801 6.155813e+40 8.810768e+14 0.000000e+00 1.236068e+04
2.449368 6.155819e+40 8.917345e+14 0.000000e+00 1.227364e+04
2.483934 6.155825e+40 9.023679e+14 0.000000e+00 1.218842e+04
2.518501 6.155831e+40 9.129785e+14 0.000000e+00 1.210495e+04
2.553068 6.155837e+40 9.235676e+14 0.000000e+00 1.202317e+04
2.587635 6.155843e+40 9.341344e+14 0.000000e+00 1.194303e+04
2.622201 6.155849e+40 9.446795e+14 0.000000e+00 1.186448e+04
2.656768 6.155854e+40 9.552237e+14 0.000000e+00 1.178739e+04
2.691335 6.155860e+40 9.657372e+14 0.000000e+00 1.171182e+04
2.725902 6.155866e+40 9.762360e+14 0.000000e+00 1.163766e+04
2.760468 6.155872e+40 9.867144e+14 0.000000e+00 1.156490e+04
2.795035 6.155878e+40 9.971728e+14 0.000000e+00 1.149349e+04
2.829602 6.155884e+40 1.007618e+15 0.000000e+00 1.142337e+04
2.864169 6.155890e+40 1.018043e+15 0.000000e+00 1.135452e+04
2.898735 6.155896e+40 1.028448e+15 0.000000e+00 1.128690e+04
2.933302 6.155902e+40 1.038813e+15 0.000000e+00 1.122054e+04
2.967869 6.155908e+40 1.049205e+15 0.000000e+00 1.115521e+04
3.000000 6.155914e+40 1.058831e+15 0.000000e+00 1.109554e+04
3.034567 6.155920e+40 1.069170e+15 0.000000e+00 1.103241e+04
3.069133 6.155926e+40 1.079500e+15 0.000000e+00 1.097031e+04
3.103700 6.155932e+40 1.089809e+15 0.000000e+00 1.090927e+04
3.138267 6.155938e+40 1.100100e+15 0.000000e+00 1.084924e+04
3.172834 6.155944e+40 1.110382e+15 0.000000e+00 1.079016e+04
3.207400 6.155950e+40 1.120644e+15 0.000000e+00 1.073205e+04
3.241967 6.155956e+40 1.130883e+15 0.000000e+00 1.067488e+04
3.276534 6.155962e+40 1.141105e+15 0.000000e+00 1.061861e+04
3.311101 6.155968e+40 1.151330e+15 0.000000e+00 1.056318e+04
3.345667 6.155975e+40 1.161533e+15 0.000000e+00 1.050863e+04
3.380234 6.155981e+40 1.171720e+15 0.000000e+00 1.045491e+04
3.414801 6.155987e+40 1.181898e+15 0.000000e+00 1.040200e+04
3.449368 6.155993e+40 1.192058e+15 0.000000e+00 1.034988e+04
3.483934 6.155999e+40 1.202203e+15 0.000000e+00 1.029854e+04
3.518501 6.156005e+40 1.212339e+15 0.000000e+00 1.024794e+04
3.553068 6.156012e+40 1.222459e+15 0.000000e+00 1.019809e+04
3.587635 6.156018e+40 1.232563e+15 0.000000e+00 1.014895e+04
3.622201 6.156024e+40 1.242658e+15 0.000000e+00 1.010051e+04
3.656768 6.156030e+40 1.252737e+15 0.000000e+00 1.005276e+04
