# day  luminosity  r_eff  v_eff  T_color
1.084192 4.356727e+40 4.465055e+14 0.000000e+00 1.841550e+04
1.118788 4.355309e+40 4.584157e+14 0.000000e+00 1.813198e+04
1.153383 4.354685e+40 4.702664e+14 0.000000e+00 1.786127e+04
1.187978 4.354499e+40 4.820790e+14 0.000000e+00 1.760214e+04
1.222573 4.354507e+40 4.938345e+14 0.000000e+00 1.735407e+04
1.257169 4.354567e+40 5.055367e+14 0.000000e+00 1.711627e+04
1.291764 4.354617e+40 5.171620e+14 0.000000e+00 1.688822e+04
1.326359 4.354642e+40 5.287414e+14 0.000000e+00 1.666908e+04
1.360954 4.354648e+40 5.403508e+14 0.000000e+00 1.645760e+04
1.395550 4.354646e+40 5.518787e+14 0.000000e+00 1.625433e+04
1.430145 4.354643e+40 5.633613e+14 0.000000e+00 1.605846e+04
1.464740 4.354643e+40 5.747753e+14 0.000000e+00 1.586964e+04
1.499336 4.354646e+40 5.861985e+14 0.000000e+00 1.568700e+04
1.533931 4.354651e+40 5.975730e+14 0.000000e+00 1.551062e+04
1.568526 4.354656e+40 6.089071e+14 0.000000e+00 1.534009e+04
1.603121 4.354661e+40 6.202012e+14 0.000000e+00 1.517505e+04
1.637717 4.354665e+40 6.314572e+14 0.000000e+00 1.501527e+04
1.672312 4.354669e+40 6.426976e+14 0.000000e+00 1.486029e+04
1.706907 4.354673e+40 6.539002e+14 0.000000e+00 1.471005e+04
1.741503 4.354677e+40 6.650674e+14 0.000000e+00 1.456430e+04
1.776098 4.354681e+40 6.762113e+14 0.000000e+00 1.442273e+04
1.810693 4.354685e+40 6.873197e+14 0.000000e+00 1.428523e+04
1.845288 4.354689e+40 6.983952e+14 0.000000e+00 1.415162e+04
1.879884 4.354693e+40 7.094507e+14 0.000000e+00 1.402161e+04
1.914479 4.354697e+40 7.204718e+14 0.000000e+00 1.389515e+04
1.949074 4.354701e+40 7.314622e+14 0.000000e+00 1.377207e+04
1.983669 4.354705e+40 7.424344e+14 0.000000e+00 1.365213e+04
2.000000 4.354707e+40 7.476019e+14 0.000000e+00 1.359661e+04
2.034595 4.354711e+40 7.585274e+14 0.000000e+00 1.348120e+04
2.069191 4.354715e+40 7.694011e+14 0.000000e+00 1.336879e+04
2.103786 4.354720e+40 7.802899e+14 0.000000e+00 1.325895e+04
2.138381 4.354724e+40 7.911409e+14 0.000000e+00 1.315183e+04
2.172976 4.354728e+40 8.019650e+14 0.000000e+00 1.304728e+04
2.207572 4.354732e+40 8.127730e+14 0.000000e+00 1.294512e+04
